country,date,gdp,population,inflation,poverty,unemployment,life_expectancy,literacy
South Africa,1970-01-01 00:00:00.000001987,96535763418.3729,37326190.0,16.1605948546791,34.75714285714286,25.242571428571427,62.694,90.48769202599156
South Africa,1970-01-01 00:00:00.000001988,103976831870.957,38480649.0,12.779553083028,34.75714285714286,25.242571428571427,62.902,90.48769202599156
South Africa,1970-01-01 00:00:00.000001989,108055624081.806,39628575.0,14.7308753982381,34.75714285714286,25.242571428571427,63.017,90.48769202599156
South Africa,1970-01-01 00:00:00.000001990,126048140141.869,40746268.0,14.3209918914915,34.75714285714286,25.242571428571427,62.942,90.48769202599156
South Africa,1970-01-01 00:00:00.000001991,135203698237.977,41687898.0,15.3347785733672,34.75714285714286,23.137,62.983,90.48769202599156
South Africa,1970-01-01 00:00:00.000001992,146956150986.636,42443509.0,13.874703748615,34.75714285714286,23.463,62.839,90.48769202599156
South Africa,1970-01-01 00:00:00.000001993,147194747565.75,43297156.0,9.71742729803028,44.6,23.361,62.618,90.48769202599156
South Africa,1970-01-01 00:00:00.000001994,153512712381.836,44004139.0,8.938563723594,34.75714285714286,23.067,62.069,90.48769202599156
South Africa,1970-01-01 00:00:00.000001995,171735933897.331,44541554.0,8.68042421392631,34.75714285714286,22.705,61.603,90.48769202599156
South Africa,1970-01-01 00:00:00.000001996,163234925380.563,45123018.0,7.35411972085333,34.75714285714286,22.5,61.079,82.4000015258789
South Africa,1970-01-01 00:00:00.000001997,168978057327.73,45666838.0,8.59777611252274,34.75714285714286,22.549,60.538,90.48769202599156
South Africa,1970-01-01 00:00:00.000001998,152982984557.233,46223880.0,6.88054521037351,34.75714285714286,22.739,59.912,90.48769202599156
South Africa,1970-01-01 00:00:00.000001999,151516957078.536,46730335.0,5.18148905111697,34.75714285714286,22.884,59.19,90.48769202599156
South Africa,1970-01-01 00:00:00.000002000,151752757215.309,47159719.0,5.33895913599828,47.9,22.788,58.368,90.48769202599156
South Africa,1970-01-01 00:00:00.000002001,135429905922.526,47566800.0,5.70189483049608,34.75714285714286,22.652,57.161,90.48769202599156
South Africa,1970-01-01 00:00:00.000002002,129087556612.449,48019415.0,9.494713780996,34.75714285714286,22.579,55.58,90.48769202599156
South Africa,1970-01-01 00:00:00.000002003,197018965308.697,48500348.0,5.67942414068799,34.75714285714286,22.679,54.245,90.48769202599156
South Africa,1970-01-01 00:00:00.000002004,255806908594.573,48991421.0,-0.692039437857687,34.75714285714286,22.567,53.963,90.48769202599156
South Africa,1970-01-01 00:00:00.000002005,288867217196.534,49490033.0,2.06285308223427,40.7,22.472,53.914,90.48769202599156
South Africa,1970-01-01 00:00:00.000002006,303858675363.643,49998277.0,3.2439076541923,34.75714285714286,22.304,54.22,90.48769202599156
South Africa,1970-01-01 00:00:00.000002007,333077117253.684,50528584.0,6.17781214809388,34.75714285714286,22.26,54.948,88.7200012207031
South Africa,1970-01-01 00:00:00.000002008,316131258616.309,51114599.0,9.90998456005467,37.0,22.407,55.982,90.48769202599156
South Africa,1970-01-01 00:00:00.000002009,329754060647.129,51728516.0,7.23809523809527,34.75714285714286,23.523,57.413,92.8899993896484
South Africa,1970-01-01 00:00:00.000002010,417363822801.713,52344051.0,4.06749555950263,27.8,24.683,58.886,92.879997253418
South Africa,1970-01-01 00:00:00.000002011,458199494830.834,52995205.0,5.0008533879502,34.75714285714286,24.639,60.602,93.0999984741211
South Africa,1970-01-01 00:00:00.000002012,434400545085.811,53782567.0,5.73797139141739,34.75714285714286,24.727,61.737,93.7300033569336
South Africa,1970-01-01 00:00:00.000002013,400886013595.573,54678791.0,5.78016910069176,34.75714285714286,24.561,62.388,90.48769202599156
South Africa,1970-01-01 00:00:00.000002014,381198869776.106,55594838.0,6.13282953059149,27.9,24.89,63.184,94.1399993896484
South Africa,1970-01-01 00:00:00.000002015,346709790458.563,56723537.0,4.51869094892506,34.75714285714286,25.149,64.053,94.370002746582
South Africa,1970-01-01 00:00:00.000002016,323585509674.481,57259551.0,6.60290842394872,34.75714285714286,26.536,64.749,91.7399978637695
South Africa,1970-01-01 00:00:00.000002017,381448814653.456,57635162.0,5.18618655524149,34.75714285714286,27.035,65.422,90.48769202599156
South Africa,1970-01-01 00:00:00.000002018,405260723892.517,58613001.0,4.50987264867388,34.75714285714286,26.906,65.726,90.48769202599156
South Africa,1970-01-01 00:00:00.000002019,389330032224.269,59587885.0,4.10285075461156,34.75714285714286,28.468,66.071,95.0199966430664
South Africa,1970-01-01 00:00:00.000002020,337974655408.055,60562381.0,3.23238831615113,34.75714285714286,29.217,65.15,90.48769202599156
South Africa,1970-01-01 00:00:00.000002021,419986284375.368,61502603.0,4.61874544887136,34.75714285714286,34.007,62.01,90.0
South Africa,1970-01-01 00:00:00.000002022,407596043067.885,62378410.0,7.03987272546482,17.4,33.268,65.454,90.48769202599156
South Africa,1970-01-01 00:00:00.000002023,381440724491.232,63212384.0,6.0752438457966,34.75714285714286,32.098,66.139,90.48769202599156
South Africa,1970-01-01 00:00:00.000002024,401144998373.585,64007187.0,4.36115246518962,34.75714285714286,32.279,66.312,91.1500015258789
South Africa,1970-01-01 00:00:00.000002025,427184325997.307,64747319.0,3.20550474112603,34.75714285714286,32.391,59.44238461538462,90.48769202599156
Tanzania,1970-01-01 00:00:00.000001960,2651729807.38808,9901419.0,14.285497843788256,65.02000000000001,2.7472857142857143,42.596,74.98157757322318
Tanzania,1970-01-01 00:00:00.000001961,2826179031.22839,10187886.0,14.285497843788256,65.02000000000001,2.7472857142857143,42.841,74.98157757322318
Tanzania,1970-01-01 00:00:00.000001962,3101589992.664,10487756.0,14.285497843788256,65.02000000000001,2.7472857142857143,43.215,74.98157757322318
Tanzania,1970-01-01 00:00:00.000001963,3456579293.44828,10799528.0,14.285497843788256,65.02000000000001,2.7472857142857143,43.616,74.98157757322318
Tanzania,1970-01-01 00:00:00.000001964,3748840925.06363,11127826.0,14.285497843788256,65.02000000000001,2.7472857142857143,44.075,74.98157757322318
Tanzania,1970-01-01 00:00:00.000001965,3817226546.22938,11470728.0,14.285497843788256,65.02000000000001,2.7472857142857143,44.542,74.98157757322318
Tanzania,1970-01-01 00:00:00.000001966,4377998825.12047,11827459.0,9.77701543927596,65.02000000000001,2.7472857142857143,44.941,74.98157757322318
Tanzania,1970-01-01 00:00:00.000001967,4565132047.52718,12200109.0,12.1874999984368,65.02000000000001,2.7472857142857143,45.163,74.98157757322318
Tanzania,1970-01-01 00:00:00.000001968,4895251824.05927,12602076.0,15.5988857954827,65.02000000000001,2.7472857142857143,45.626,74.98157757322318
Tanzania,1970-01-01 00:00:00.000001969,5142066811.47328,13036700.0,16.4156626499998,65.02000000000001,2.7472857142857143,46.043,74.98157757322318
Tanzania,1970-01-01 00:00:00.000001970,2851419386.07225,13492677.0,3.49288486418357,65.02000000000001,2.7472857142857143,46.495,74.98157757322318
Tanzania,1970-01-01 00:00:00.000001971,3050673517.33059,13971451.0,4.77500000002375,65.02000000000001,2.7472857142857143,46.972,74.98157757322318
